RMS_DE,Variance_DE,Mean_DE,STD_DE,Kurtosis_DE,Skewness_DE,Peak_DE,CrestFactor_DE,SNR_DE,Entropy_DE,Energy_DE,DE_Label
-0.353,-0.49244,-0.25397,-0.37059,-0.5392,-0.63682,0.068604,-0.021179,-0.34727,1.1135,-0.2155,2
-0.28879,-0.47432,-0.19857,-0.30407,-0.2421,-0.3113,0.86861,0.40546,-0.13944,1.1354,-0.20807,2
-0.30614,-0.47989,-0.20722,-0.32331,-0.44439,-0.53169,0.77281,0.14321,-0.24291,1.1343,-0.20884,2
-0.28024,-0.47168,-0.19124,-0.29523,-0.31671,-0.37619,0.60163,0.30681,-0.36662,1.1186,-0.20026,2
-0.30068,-0.47814,-0.20487,-0.31717,-0.39982,-0.47666,1.9343,0.21641,-0.49397,1.1148,-0.1761,2
-0.32603,-0.48498,-0.23464,-0.34178,-0.41365,-0.50817,0.34074,0.17566,-0.0051196,1.0619,-0.20143,2
-0.28171,-0.4716,-0.20156,-0.29496,-0.069346,-0.13799,0.60656,0.57554,-0.37381,1.15,-0.20028,2
-0.28336,-0.47274,-0.1924,-0.29876,-0.26964,-0.33895,0.77651,0.35141,-0.32821,1.1241,-0.19266,2
-0.30595,-0.48056,-0.19465,-0.32571,-0.68388,-0.79631,0.61105,-0.29504,-0.022454,1.1464,-0.2131,2
-0.27416,-0.46935,-0.19306,-0.28757,-0.15144,-0.2042,1.7361,0.53391,-0.42808,1.1369,-0.16736,2
-0.29044,-0.47457,-0.20436,-0.3049,-0.24813,-0.31403,1.2909,0.37382,-0.39635,1.1317,-0.17734,2
-0.26004,-0.4647,-0.18255,-0.27269,-0.080776,-0.12625,1.125,0.52402,-0.40707,1.1667,-0.17844,2
-0.26199,-0.4663,-0.16862,-0.27775,-0.23094,-0.31105,0.015653,0.45486,-0.46293,1.1559,-0.17859,2
-0.28636,-0.47338,-0.19989,-0.30088,-0.3368,-0.39696,1.1287,0.27062,-0.079738,1.0914,-0.21258,2
-0.26359,-0.46615,-0.18073,-0.2773,-0.24608,-0.3023,1.0029,0.39524,-0.19573,1.1342,-0.14915,2
-0.32911,-0.48736,-0.21031,-0.35073,-0.70814,-0.86818,0.58447,-0.29585,-0.25616,1.1351,-0.17883,2
-0.35498,-0.49374,-0.24106,-0.37584,-0.85186,-1.0001,1.1744,-1.113,-0.18325,1.0831,-0.23506,2
-0.33379,-0.4889,-0.20986,-0.35662,-0.78644,-0.95991,1.0998,-0.49497,-0.060497,1.1497,-0.21177,2
-0.28401,-0.47417,-0.17289,-0.30353,-0.62576,-0.74349,0.21734,-0.37025,0.15663,1.1219,-0.20932,2
-0.32314,-0.48482,-0.22066,-0.34119,-0.5623,-0.65258,-0.23612,-0.36618,-0.46427,1.132,-0.18057,2
-0.34082,-0.49049,-0.22101,-0.36282,-0.73388,-0.89389,-0.47301,-0.39139,-0.33404,1.1435,-0.18253,2
-0.30884,-0.48135,-0.19797,-0.32853,-0.67466,-0.7806,0.32293,-0.37675,-0.097562,1.1409,-0.20121,2
-0.29778,-0.47823,-0.18636,-0.31749,-0.58838,-0.70351,0.77722,-0.092915,-0.16863,1.1508,-0.19854,2
-0.30704,-0.48004,-0.20979,-0.32386,-0.49437,-0.58336,0.24479,0.056575,-0.017922,1.0887,-0.22613,2
-0.30258,-0.47823,-0.21458,-0.3175,-0.48135,-0.54332,0.25387,0.097958,-0.016262,1.0825,-0.19644,2
-0.31104,-0.48135,-0.21074,-0.32853,-0.50873,-0.62234,1.7045,0.1052,-0.078071,1.134,-0.18218,2
-0.26097,-0.46494,-0.18434,-0.27346,-0.027575,-0.089665,-0.3901,0.63956,-0.34343,1.1141,-0.19562,2
-0.27732,-0.47113,-0.18269,-0.29342,-0.26774,-0.35729,0.86454,0.41135,-0.048168,1.1091,-0.18814,2
-0.31829,-0.4839,-0.20872,-0.3378,-0.6315,-0.75731,0.71678,-0.25586,-0.27632,1.1407,-0.21154,2
-0.32268,-0.48522,-0.21104,-0.34267,-0.67957,-0.79814,0.79882,-0.30165,-0.63059,1.0897,-0.18556,2
-0.32205,-0.48563,-0.20046,-0.34421,-0.75447,-0.90846,0.18691,-0.47601,-0.022495,1.1002,-0.16839,2
-0.2897,-0.4752,-0.1893,-0.30705,-0.38604,-0.48966,1.1364,0.16106,-0.18471,1.0965,-0.19335,2
-0.31904,-0.48376,-0.21548,-0.33728,-0.55836,-0.66622,-0.37421,-0.0072683,-0.037357,1.0989,-0.2175,2
-0.33531,-0.48811,-0.23223,-0.3536,-0.57905,-0.70057,-0.21018,-0.075726,-0.30369,1.0753,-0.24407,2
-0.32,-0.48398,-0.2172,-0.33808,-0.56999,-0.67539,0.50808,-0.073206,-0.54128,1.1043,-0.20035,2
-0.35971,-0.49521,-0.24034,-0.38186,-0.77327,-0.972,-0.43964,-0.41365,-0.15853,1.1091,-0.18269,2
-0.35217,-0.49395,-0.22187,-0.37672,-0.88387,-1.1106,0.89624,-0.83687,-0.12596,1.1317,-0.21351,2
-0.3332,-0.48932,-0.19945,-0.35824,-0.88128,-1.0967,0.82589,-0.83164,-0.062052,1.1913,-0.20572,2
-0.33565,-0.48846,-0.22801,-0.35492,-0.66111,-0.79238,0.674,-0.33915,-0.48643,1.0757,-0.22093,2
-0.32535,-0.48557,-0.22028,-0.34396,-0.60667,-0.74226,-0.23364,-0.24332,0.1155,1.0649,-0.19381,2
-0.35186,-0.49324,-0.23297,-0.3738,-0.68362,-0.87294,-1.2948,-0.38395,-0.29167,1.1652,-0.19539,2
-0.32493,-0.48596,-0.21098,-0.34545,-0.56978,-0.70649,0.37751,-0.16324,-0.55926,1.0999,-0.2012,2
-0.30746,-0.48098,-0.19624,-0.32722,-0.60179,-0.72835,-0.099055,-0.18236,-0.47835,1.1284,-0.20192,2
-0.35286,-0.49323,-0.23859,-0.37378,-0.70456,-0.87135,0.64467,-0.31106,0.040264,1.1107,-0.2248,2
-0.30392,-0.47951,-0.20068,-0.32197,-0.49042,-0.6026,0.91956,-0.011412,-0.4425,1.1318,-0.19124,2
-0.32222,-0.48467,-0.21796,-0.34064,-0.36103,-0.50196,0.99762,0.061345,-0.37968,1.1377,-0.1687,2
-0.33503,-0.48832,-0.22692,-0.35439,-0.56244,-0.67385,-0.7482,-0.15982,-0.19147,1.1331,-0.20905,2
-0.31061,-0.48127,-0.20953,-0.32826,-0.50374,-0.62209,-0.34214,0.021343,-0.15166,1.0585,-0.20016,2
-0.31331,-0.4819,-0.21452,-0.3305,-0.49597,-0.5987,-1.194,0.095675,-0.35573,1.0884,-0.21165,2
-0.30829,-0.47994,-0.21906,-0.32348,-0.35151,-0.43121,-0.41227,0.22048,-0.72688,1.077,-0.2041,2
-0.27259,-0.46879,-0.19266,-0.28576,-0.17171,-0.2434,0.75602,0.50626,-0.50843,1.0954,-0.1488,2
-0.27575,-0.47051,-0.18344,-0.29137,-0.36648,-0.42364,0.61459,0.21609,-0.43621,1.1553,-0.16064,2
-0.3031,-0.47895,-0.20539,-0.31999,-0.47553,-0.56372,0.48425,0.12183,-0.44462,1.0887,-0.18289,2
-0.33137,-0.48697,-0.22997,-0.34926,-0.62253,-0.72997,-1.9322,-0.12059,-0.1457,1.0632,-0.21867,2
-0.32372,-0.48476,-0.22508,-0.34096,-0.65659,-0.73926,-0.79172,-0.35398,-0.16067,1.1005,-0.21112,2
-0.33997,-0.48993,-0.22613,-0.36063,-0.70787,-0.86735,-1.3432,-0.34249,-0.24442,1.0968,-0.17395,2
-0.32578,-0.48647,-0.20698,-0.34737,-0.75373,-0.90096,-1.1665,-0.49169,-0.14367,1.084,-0.18781,2
-0.33829,-0.48976,-0.21966,-0.35999,-0.85112,-1.0176,-0.41252,-0.88858,-0.012148,1.117,-0.22076,2
-0.28758,-0.47385,-0.19932,-0.30246,-0.30192,-0.38479,-0.60003,0.2807,-0.40429,1.0862,-0.18918,2
-0.31975,-0.48392,-0.21687,-0.33785,-0.57881,-0.68007,0.19121,-0.22257,-0.55127,1.0639,-0.20386,2
-0.32199,-0.48489,-0.21289,-0.34144,-0.66206,-0.77292,-1.1717,-0.27383,-0.26453,1.1542,-0.16457,2
-0.32689,-0.48583,-0.2244,-0.34497,-0.53281,-0.6233,-1.723,-0.044581,-0.45857,1.143,-0.20297,2
-0.3087,-0.48097,-0.20363,-0.32717,-0.51663,-0.62825,-0.93051,0.059618,-0.054314,1.1283,-0.19902,2
-0.33484,-0.48843,-0.22383,-0.35483,-0.63744,-0.77729,-1.1996,-0.19836,-0.39326,1.1069,-0.22209,2
-0.34116,-0.49044,-0.22372,-0.36263,-0.70048,-0.87039,-0.14885,-0.30014,-0.58867,1.0868,-0.21744,2
-0.33242,-0.48794,-0.21882,-0.35295,-0.65613,-0.81261,0.28152,-0.19749,-0.48008,1.1141,-0.16056,2
-0.33864,-0.48994,-0.21853,-0.36067,-0.81562,-0.97654,0.48094,-0.73831,-0.62265,1.1313,-0.1931,2
-0.3537,-0.49372,-0.23445,-0.37574,-0.80605,-0.99345,-0.72415,-0.53331,0.22479,1.1012,-0.2239,2
-0.28018,-0.47249,-0.17761,-0.29791,-0.30759,-0.40774,-0.26652,0.19508,-0.38442,1.116,-0.18092,2
-0.30772,-0.48016,-0.21177,-0.32428,-0.30602,-0.39885,-1.5668,0.11125,-0.14955,1.0818,-0.19883,2
-0.34657,-0.49131,-0.23834,-0.36609,-0.6285,-0.77736,-1.3656,-0.40419,-0.4543,1.1123,-0.18669,2
-0.37593,-0.49936,-0.25124,-0.39957,-0.92886,-1.1581,-1.4467,-0.98954,-0.029189,1.1472,-0.21533,2
-0.32439,-0.48687,-0.1926,-0.34887,-0.86315,-1.0734,0.29946,-0.83064,0.12192,1.1471,-0.18478,2
-0.35969,-0.49486,-0.24662,-0.38042,-0.48161,-0.63666,-0.83501,-0.14994,0.11508,1.0846,-0.22981,2
-0.35721,-0.49442,-0.24089,-0.37864,-0.77851,-0.94754,-1.1473,-0.67421,-0.32936,1.1241,-0.22438,2
-0.36322,-0.49529,-0.25814,-0.38223,-0.60003,-0.74931,-1.7494,-0.28477,-0.21009,1.0294,-0.21663,2
-0.34058,-0.48981,-0.23169,-0.36016,-0.57324,-0.67947,-1.7287,-0.1632,-0.47743,1.1555,-0.1781,2
-0.31997,-0.48447,-0.20858,-0.33988,-0.56148,-0.69549,-1.4894,-0.10243,-0.10427,1.1513,-0.18872,2
-0.31327,-0.48167,-0.21818,-0.32969,-0.29024,-0.39114,-1.0891,0.16997,-0.48603,1.1142,-0.20673,2
-0.28922,-0.47422,-0.20295,-0.30371,-0.081821,-0.18606,-0.8319,0.50844,-0.25703,1.0876,-0.1987,2
-0.34453,-0.49131,-0.22702,-0.36607,-0.86623,-1.054,-1.5095,-0.83674,-0.48951,1.0908,-0.195,2
-0.34894,-0.49236,-0.23268,-0.37025,-0.76488,-0.91679,-1.3766,-0.73515,-0.4773,1.1031,-0.18197,2
-0.31657,-0.48396,-0.1979,-0.33802,-0.7094,-0.87058,-0.89803,-0.36999,-0.21328,1.087,-0.17896,2
-0.34042,-0.49012,-0.22531,-0.36137,-0.72178,-0.88836,-1.3614,-0.43424,-0.5088,1.0663,-0.20457,2
-0.32806,-0.48631,-0.22266,-0.34676,-0.47971,-0.60907,-1.3567,0.038458,-0.11474,1.1215,-0.21672,2
-0.33958,-0.49051,-0.21373,-0.36292,-0.83985,-1.0392,-0.26416,-0.718,-0.54377,1.1386,-0.18841,2
-0.3543,-0.49388,-0.23478,-0.37641,-0.8298,-1.0005,-0.95877,-0.75752,-0.40696,1.115,-0.17467,2
-0.47265,-0.51576,-0.41887,-0.48172,-1.0515,-1.2997,0.87499,-1.7453,0.71695,0.41651,-0.48176,3
-0.45527,-0.51346,-0.38081,-0.46862,-1.1282,-1.4789,0.27019,-1.9121,0.8748,0.46076,-0.47299,3
-0.40053,-0.5023,-0.32918,-0.4127,-1.0116,-1.2352,1.9041,-1.5255,0.34062,0.54569,-0.42233,3
-0.50943,-0.52158,-0.45679,-0.51861,-1.069,-1.3476,0.84431,-1.6631,0.90416,0.37189,-0.47739,3
-0.46583,-0.51463,-0.41044,-0.47518,-1.0636,-1.3166,1.8501,-1.6646,0.40033,0.42603,-0.47551,3
-0.4441,-0.51113,-0.37597,-0.45595,-1.0473,-1.3234,0.56146,-1.3922,0.36199,0.44776,-0.46612,3
-0.42012,-0.50652,-0.34804,-0.43259,-1.0649,-1.3337,1.5013,-1.7035,0.48378,0.48841,-0.43499,3
-0.47302,-0.51587,-0.41794,-0.48236,-1.0732,-1.3373,1.547,-1.6469,0.89756,0.3944,-0.48021,3
-0.51701,-0.52276,-0.46139,-0.52694,-1.1155,-1.4594,1.983,-1.7081,0.63534,0.34234,-0.52084,3
-0.4438,-0.51094,-0.37892,-0.45496,-1.0827,-1.3629,0.80231,-1.7123,0.7725,0.40668,-0.4712,3
-0.41311,-0.50521,-0.33764,-0.42624,-1.069,-1.3496,1.0286,-1.631,0.9455,0.49954,-0.44986,3
-0.52584,-0.52368,-0.48002,-0.53371,-1.0886,-1.3844,0.87296,-1.7619,0.93483,0.25306,-0.51483,3
-0.4991,-0.51993,-0.44954,-0.50751,-1.0469,-1.3061,1.2245,-1.4909,0.5101,0.33191,-0.51826,3
-0.4953,-0.5194,-0.44392,-0.50406,-1.0678,-1.346,0.068604,-1.6438,0.90874,0.32603,-0.51647,3
-0.44825,-0.51145,-0.39184,-0.45768,-1.032,-1.2528,0.86861,-1.6212,0.95026,0.4102,-0.49203,3
-0.45602,-0.51271,-0.40471,-0.46447,-1.0402,-1.2624,0.77281,-1.6563,0.45152,0.34185,-0.48002,3
-0.55389,-0.52695,-0.51784,-0.55994,-1.0018,-1.2446,0.60163,-1.3195,1.3235,0.23488,-0.55239,3
-0.48798,-0.51828,-0.43506,-0.497,-1.0632,-1.3242,1.9343,-1.6953,0.4366,0.35008,-0.51231,3
-0.45826,-0.51307,-0.40822,-0.46646,-1.005,-1.216,0.34074,-1.3767,0.41606,0.3961,-0.50045,3
-0.5156,-0.52241,-0.46486,-0.52443,-1.0995,-1.41,0.60656,-1.8155,0.7444,0.30633,-0.52699,3
-0.50357,-0.5207,-0.45117,-0.51263,-1.0719,-1.3466,0.77651,-1.7344,0.87288,0.34803,-0.51545,3
-0.52786,-0.5242,-0.47357,-0.53764,-1.1295,-1.4839,0.61105,-1.893,0.82223,0.32772,-0.53215,3
-0.42609,-0.5073,-0.36471,-0.43639,-1.043,-1.2738,1.7361,-1.6644,0.66937,0.44411,-0.47343,3
-0.46672,-0.51494,-0.40724,-0.47694,-1.0857,-1.3688,1.2909,-1.7351,0.62004,0.38171,-0.4839,3
-0.55148,-0.52694,-0.50523,-0.55977,-1.099,-1.4265,1.125,-1.6902,0.77416,0.3262,-0.55671,3
-0.50734,-0.52117,-0.45788,-0.51581,-1.0642,-1.3243,0.015653,-1.5409,0.60029,0.37377,-0.52047,3
-0.46446,-0.51484,-0.39688,-0.4764,-1.0601,-1.3359,1.1287,-1.6292,0.91305,0.51621,-0.48473,3
-0.43671,-0.50961,-0.37079,-0.44803,-1.0419,-1.2821,1.0029,-1.517,1.775,0.54112,-0.46839,3
-0.53952,-0.5255,-0.49273,-0.54777,-1.0923,-1.3943,0.58447,-1.7821,0.83067,0.29224,-0.5377,3
-0.48116,-0.51752,-0.41834,-0.49224,-1.0904,-1.39,1.1744,-1.6099,0.94702,0.47888,-0.49336,3
-0.44436,-0.51108,-0.37871,-0.45569,-1.0374,-1.2784,1.0998,-1.5982,1.2443,0.56538,-0.46729,3
-0.43095,-0.50871,-0.35916,-0.44346,-1.0504,-1.3098,0.21734,-1.4857,1.0716,0.54464,-0.44624,3
-0.4919,-0.51896,-0.43762,-0.50125,-1.0423,-1.2923,-0.23612,-1.5128,1.0704,0.47802,-0.50665,3
-0.47781,-0.51675,-0.42094,-0.48758,-1.0609,-1.3154,-0.47301,-1.5923,1.0825,0.47116,-0.48973,3
-0.41585,-0.50545,-0.34805,-0.4274,-0.96998,-1.1679,0.32293,-1.2697,1.4817,0.58469,-0.44012,3
-0.42121,-0.50682,-0.34744,-0.43405,-1.0377,-1.2769,0.77722,-1.5841,1.2152,0.59573,-0.44884,3
-0.53564,-0.52511,-0.48497,-0.5447,-1.0622,-1.3541,0.24479,-1.6689,1.8163,0.30295,-0.52318,3
-0.46598,-0.5146,-0.41223,-0.475,-1.0215,-1.2336,0.25387,-1.5508,0.67488,0.45474,-0.48688,3
-0.4883,-0.5185,-0.43055,-0.49836,-1.0386,-1.2856,1.7045,-1.5831,1.2258,0.48142,-0.48468,3
-0.40171,-0.50253,-0.33102,-0.41375,-0.9614,-1.1554,-0.3901,-1.2572,1.6244,0.6007,-0.43157,3
-0.48878,-0.51842,-0.43563,-0.49785,-1.0496,-1.2879,0.86454,-1.6105,1.2338,0.44193,-0.4965,3
-0.51505,-0.52235,-0.46376,-0.524,-1.0517,-1.3095,0.71678,-1.7219,1.168,0.40982,-0.51191,3
-0.48107,-0.51761,-0.41518,-0.49284,-1.0913,-1.4005,0.79882,-1.7318,0.99905,0.47724,-0.47707,3
-0.45089,-0.51217,-0.38869,-0.46155,-0.99206,-1.195,0.18691,-1.4969,1.5027,0.55362,-0.46694,3
-0.50134,-0.52055,-0.44325,-0.51162,-1.0851,-1.3896,1.1364,-1.6208,2.0319,0.39595,-0.49344,3
-0.50139,-0.52043,-0.44704,-0.51085,-1.062,-1.3312,-0.37421,-1.5969,0.54069,0.42158,-0.50324,3
-0.49997,-0.52041,-0.43967,-0.51072,-1.1062,-1.4298,-0.21018,-1.8227,1.0814,0.4391,-0.47914,3
-0.447,-0.51168,-0.37876,-0.4589,-1.0546,-1.3179,0.50808,-1.4844,0.95054,0.53036,-0.44662,3
-0.48371,-0.51777,-0.42567,-0.49379,-1.0308,-1.2883,-0.43964,-1.3397,0.86482,0.46577,-0.487,3
-0.55161,-0.52699,-0.50407,-0.5602,-1.1147,-1.4627,0.89624,-1.7359,0.96955,0.30781,-0.53971,3
-0.47817,-0.51662,-0.42676,-0.48679,-1.0187,-1.2396,0.82589,-1.3438,0.71948,0.44239,-0.47155,3
-0.4663,-0.51496,-0.4041,-0.4771,-1.0711,-1.3504,0.674,-1.6135,0.7427,0.44343,-0.45507,3
-0.52555,-0.52361,-0.48079,-0.53319,-1.0633,-1.3319,-0.23364,-1.6091,1.187,0.27747,-0.50835,3
-0.53632,-0.5249,-0.49646,-0.54301,-1.0048,-1.2324,-1.2948,-1.3918,1.2512,0.32087,-0.53423,3
-0.54284,-0.52588,-0.49713,-0.55089,-1.1002,-1.425,0.37751,-1.6822,1.5442,0.26253,-0.5217,3
-0.47939,-0.51671,-0.43132,-0.48734,-0.96987,-1.1447,-0.099055,-1.3506,0.60889,0.43693,-0.4771,3
-0.47396,-0.51583,-0.42463,-0.48212,-1.0129,-1.221,0.64467,-1.4122,0.58284,0.38375,-0.48245,3
-0.57194,-0.52893,-0.53667,-0.57803,-1.0152,-1.2651,0.91956,-1.4247,1.3401,0.25548,-0.55387,3
-0.53017,-0.52395,-0.4954,-0.53574,-1.0087,-1.2123,0.99762,-1.4028,0.15889,0.23083,-0.51268,3
-0.51913,-0.52276,-0.47309,-0.52698,-1.02,-1.252,-0.7482,-1.499,0.61885,0.38808,-0.48769,3
-0.50524,-0.52071,-0.46043,-0.5127,-1.0279,-1.2515,-0.34214,-1.5565,0.54244,0.32034,-0.49927,3
-0.57606,-0.52942,-0.53768,-0.58291,-1.0818,-1.3926,-1.194,-1.5977,0.22453,0.21679,-0.55664,3
-0.56529,-0.52829,-0.52708,-0.57196,-1.0685,-1.3562,-0.41227,-1.6275,0.47976,0.20056,-0.5333,3
-0.54603,-0.52614,-0.50509,-0.55306,-0.97086,-1.1771,0.75602,-1.4183,0.90891,0.3554,-0.50184,3
-0.53246,-0.52469,-0.48226,-0.54138,-1.066,-1.355,0.61459,-1.5185,0.7207,0.37,-0.50436,3
-0.57894,-0.52963,-0.54439,-0.58497,-1.0632,-1.3452,0.48425,-1.6594,1.0242,0.21927,-0.55217,3
-0.53706,-0.52495,-0.49878,-0.54342,-1.0341,-1.2617,-1.9322,-1.5558,0.59681,0.26492,-0.51604,3
-0.56312,-0.52816,-0.52043,-0.57076,-1.0714,-1.3768,-0.79172,-1.4901,0.91163,0.30635,-0.49706,3
-0.51639,-0.52245,-0.46779,-0.52477,-1.0544,-1.3109,-1.3432,-1.5304,0.76074,0.37659,-0.47442,3
-0.55956,-0.52753,-0.52652,-0.56501,-0.93854,-1.1504,-1.1665,-0.89361,0.014033,0.25973,-0.53844,3
-0.5449,-0.52597,-0.5053,-0.55162,-1.0352,-1.2809,-0.41252,-1.4462,0.26359,0.30947,-0.51008,3
-0.54053,-0.5254,-0.50178,-0.54702,-0.90014,-1.1069,-0.60003,-0.82723,0.15005,0.28592,-0.47572,3
-0.51334,-0.52195,-0.46696,-0.52121,-1.0259,-1.2672,0.19121,-1.3765,0.41716,0.33595,-0.45205,3
-0.533,-0.52453,-0.49097,-0.54013,-0.99458,-1.2122,-1.1717,-1.3121,0.38107,0.37679,-0.50228,3
-0.54732,-0.52632,-0.50556,-0.55454,-1.0823,-1.366,-1.723,-1.6849,0.71963,0.26769,-0.51019,3
-0.53914,-0.52512,-0.50437,-0.54477,-1.026,-1.2407,-0.93051,-1.5073,0.62874,0.26815,-0.47361,3
-0.53763,-0.52516,-0.49426,-0.54509,-1.0685,-1.3384,-1.1996,-1.6673,0.88228,0.29599,-0.46617,3
-0.53587,-0.52476,-0.49897,-0.54193,-0.98916,-1.2063,-0.14885,-1.2697,0.57516,0.31371,-0.49549,3
-0.56435,-0.52805,-0.53215,-0.56967,-0.98677,-1.1872,0.28152,-1.4911,0.52325,0.18475,-0.5339,3
-0.54701,-0.52617,-0.50975,-0.55325,-1.0416,-1.2876,0.48094,-1.5048,0.60142,0.2457,-0.49127,3
-0.55993,-0.52763,-0.52444,-0.56593,-1.0176,-1.2444,-0.72415,-1.558,0.65507,0.23717,-0.47651,3
-0.55014,-0.52655,-0.51246,-0.5565,-1.0249,-1.2559,-0.26652,-1.5596,0.17583,0.28393,-0.507,3
-0.58058,-0.52968,-0.55117,-0.58548,-0.96039,-1.1739,-1.5668,-1.116,0.58465,0.2129,-0.5446,3
-0.57347,-0.52899,-0.5424,-0.57865,-1.0186,-1.2577,-1.3656,-1.5382,0.1815,0.13527,-0.526,3
-0.55302,-0.52681,-0.51867,-0.5587,-1.035,-1.2791,-1.4467,-1.5046,0.24567,0.16385,-0.46179,3
-0.56361,-0.52804,-0.52814,-0.56964,-1.0014,-1.244,0.29946,-1.2659,0.97552,0.21436,-0.49667,3
-0.57987,-0.52956,-0.55249,-0.58432,-1.0033,-1.2257,-0.83501,-1.3523,0.33335,0.1602,-0.54301,3
-0.56954,-0.52876,-0.53086,-0.57636,-1.0857,-1.3919,-1.1473,-1.7802,0.53724,0.23443,-0.51083,3
-0.56697,-0.52844,-0.53016,-0.57333,-1.0722,-1.3495,-1.7494,-1.8025,0.19167,0.22687,-0.47171,3
-0.52776,-0.52388,-0.4839,-0.53523,-1.0338,-1.2817,-1.7287,-1.4518,0.91232,0.31448,-0.4505,3
-0.56553,-0.52842,-0.52309,-0.57316,-1.1018,-1.4327,-1.4894,-1.6883,-0.11487,0.2438,-0.51974,3
-0.5579,-0.52735,-0.52483,-0.56335,-1.0215,-1.2401,-1.0891,-1.3937,0.28601,0.22657,-0.50344,3
-0.56224,-0.528,-0.52228,-0.56926,-1.0345,-1.3153,-0.8319,-1.1716,0.079376,0.26425,-0.44227,3
-0.57669,-0.52935,-0.54429,-0.5822,-1.0444,-1.295,-1.5095,-1.5604,0.37011,0.20887,-0.47171,3
-0.56259,-0.52781,-0.53228,-0.5675,-0.9029,-1.0953,-1.3766,-0.75784,0.17028,0.22992,-0.53045,3
-0.55744,-0.52754,-0.51424,-0.56512,-1.0882,-1.4034,-0.89803,-1.562,0.25637,0.29242,-0.50025,3
-0.55602,-0.52721,-0.51964,-0.56216,-0.98757,-1.2067,-1.3614,-1.1693,0.46288,0.2698,-0.46347,3
-0.54795,-0.52622,-0.51297,-0.55371,-0.97716,-1.1741,-1.3567,-1.3362,0.37493,0.2877,-0.444,3
-0.58507,-0.53017,-0.55305,-0.5906,-1.0213,-1.2796,-0.26416,-1.3484,0.069452,0.2157,-0.53259,3
-0.53739,-0.525,-0.49895,-0.54379,-1.0103,-1.2169,-0.95877,-1.4626,0.39943,0.33117,-0.50061,3
-0.58779,-0.5304,-0.55712,-0.59306,-0.95743,-1.1831,-0.025961,-1.2343,0.60189,0.21262,-0.49604,3
0.86613,0.34614,0.91326,0.85907,-0.83702,-0.85202,0.87499,-1.0215,-0.67639,1.0118,0.91265,4
1.1849,0.73975,1.2197,1.1796,-0.7972,-0.79707,0.27019,-0.92082,-0.76774,0.99839,1.1107,4
0.93966,0.43356,0.96749,0.93563,-0.64766,-0.65206,1.9041,-0.36234,0.17779,1.043,0.83367,4
1.0217,0.5234,1.0923,1.0108,-0.78187,-0.80526,0.84431,-0.7536,-0.0098098,1.1078,1.1103,4
0.91399,0.4037,0.94236,0.90988,-0.76698,-0.76989,1.8501,-0.64176,0.11349,1.0025,0.94041,4
1.0003,0.49913,1.0619,0.99081,-0.79225,-0.81904,0.56146,-0.67078,-0.43406,0.97673,0.97664,4
1.1388,0.67871,1.1739,1.1336,-0.80758,-0.80249,1.5013,-1.0704,-0.77916,1.0248,0.95472,4
1.0179,0.52218,1.0712,1.0098,-0.78315,-0.79848,1.547,-0.63596,-0.30069,1.0562,0.96879,4
0.80217,0.26686,0.90337,0.7863,-0.87778,-0.94038,1.983,-1.0366,-0.27324,1.041,0.98307,4
1.1212,0.65595,1.1556,1.1161,-0.81211,-0.82104,0.80231,-0.8473,-0.26542,0.96807,1.081,4
0.99928,0.50344,1.0324,0.99437,-0.82189,-0.83661,1.0286,-0.8828,-0.66467,1.0313,0.87309,4
1.0094,0.51351,1.0539,1.0027,-0.82822,-0.83628,0.87296,-1.0838,-0.51917,1.0548,0.79253,4
0.92476,0.40845,0.99464,0.91401,-0.83898,-0.86813,1.2245,-1.022,-0.094783,1.0992,0.93852,4
0.83724,0.31815,0.86185,0.83377,-0.77571,-0.77383,0.068604,-0.81089,-0.49451,1.0121,0.86371,4
1.1396,0.68514,1.1482,1.1385,-0.77218,-0.75348,0.86861,-0.8662,-0.41869,0.98724,0.98306,4
1.0378,0.54651,1.0913,1.0296,-0.84606,-0.86188,0.77281,-1.186,-0.59757,1.0107,0.88095,4
1.1253,0.65997,1.166,1.1192,-0.84301,-0.86255,0.60163,-0.94801,0.64394,1.0017,1.0008,4
0.81588,0.28958,0.87131,0.80751,-0.78228,-0.80742,1.9343,-0.57406,0.3605,1.0256,0.90805,4
0.98524,0.49032,0.99829,0.9835,-0.7956,-0.77823,0.34074,-1.009,-0.95433,1.0069,0.93665,4
1.0089,0.51257,1.0553,1.0019,-0.88074,-0.9097,0.60656,-1.2173,-0.4045,0.99247,0.83111,4
1.2345,0.8063,1.2729,1.2286,-0.77719,-0.78484,0.77651,-0.65602,-0.20008,1.1033,0.98791,4
1.1575,0.70853,1.1668,1.1562,-0.74317,-0.7194,0.61105,-0.62641,-0.84198,1.0808,1.1253,4
0.80865,0.28998,0.81613,0.80788,-0.77556,-0.75163,1.7361,-1.0246,-0.81679,0.941,0.87913,4
1.2859,0.88627,1.2862,1.286,-0.7785,-0.74959,1.2909,-0.98726,-0.67241,0.96696,1.1136,4
1.0214,0.52918,1.0608,1.0155,-0.80628,-0.80441,1.125,-0.86537,-0.81531,1.0761,0.79198,4
1.2937,0.88518,1.3484,1.2852,-0.8308,-0.84421,0.015653,-0.91665,-0.52244,1.0684,1.086,4
